Observation Count,Reporting_Location,Control,Test,Date,Cumulative Control,Cumulative Test
606,SAF0003,1,1,5/7/2023,1,1
607,SAF0004,0,1,5/7/2023,1,1
608,SAF0005,0,1,5/7/2023,0,2
609,SAF0006,1,1,5/7/2023,1,2
610,SAF0007,0,0,5/7/2023,1,1
611,SAF0008,1,0,5/7/2023,1,0
612,SAF0009,1,1,5/7/2023,2,2
613,SAF0010,1,1,5/7/2023,2,2
614,SAF0011,1,1,5/7/2023,2,2
615,SAF0012,1,1,5/7/2023,2,1
616,SAF0013,1,1,5/7/2023,2,2
617,SAF0014,1,0,5/7/2023,2,1
618,SAF0015,1,1,5/7/2023,2,1
619,SAF0016,0,1,5/7/2023,1,1
620,SAF0017,0,0,5/7/2023,1,1
621,SAF0018,0,1,5/7/2023,1,1
622,SAF0019,1,0,5/7/2023,1,0
623,SAF0020,0,1,5/7/2023,1,1
624,SAF0021,1,1,5/7/2023,2,2
625,SAF0022,0,1,5/7/2023,0,1
626,SAF0023,1,1,5/7/2023,1,2
627,SAF0024,0,0,5/7/2023,1,1
628,SAF0025,1,1,5/7/2023,2,2
629,SAF0026,0,1,5/7/2023,1,1
630,SAF0027,1,1,5/7/2023,1,1
631,SAF0028,0,1,5/7/2023,0,1
632,SAF0029,1,1,5/7/2023,2,1
633,SAF0030,1,1,5/7/2023,1,2
634,SAF0031,0,1,5/7/2023,1,1
635,SAF0032,1,1,5/7/2023,2,2
636,SAF0033,1,1,5/7/2023,1,2
637,SAF0034,0,0,5/7/2023,0,0
638,SAF0035,1,1,5/7/2023,2,1
639,SAF0036,0,1,5/7/2023,1,2
640,SAF0037,0,1,5/7/2023,0,2
641,SAF0038,0,1,5/7/2023,0,1
642,SAF0039,0,1,5/7/2023,1,2
643,SAF0040,1,1,5/7/2023,2,1
644,SAF0041,1,1,5/7/2023,2,2
645,SAF0042,1,0,5/7/2023,2,1
646,SAF0043,0,1,5/7/2023,0,1
647,SAF0044,1,1,5/7/2023,2,1
648,SAF0045,0,1,5/7/2023,1,2
649,SAF0046,1,1,5/7/2023,1,2
650,SAF0047,0,1,5/7/2023,0,1
651,SAF0048,0,1,5/7/2023,1,2
652,SAF0049,1,1,5/7/2023,2,2
653,SAF0050,0,1,5/7/2023,1,2
654,SAF0051,1,1,5/7/2023,2,1
655,SAF0052,0,1,5/7/2023,1,1
656,SAF0053,1,0,5/7/2023,1,0
657,SAF0054,1,1,5/7/2023,2,2
658,SAF0055,0,1,5/7/2023,1,2
659,SAF0056,1,1,5/7/2023,2,2
660,SAF0057,0,1,5/7/2023,1,2
661,SAF0058,0,1,5/7/2023,0,2
662,SAF0059,0,1,5/7/2023,1,1
663,SAF0060,0,0,5/7/2023,0,1
664,SAF0061,1,1,5/7/2023,1,2
665,SAF0062,0,1,5/7/2023,0,2
666,SAF0063,0,1,5/7/2023,1,2
667,SAF0064,1,1,5/7/2023,1,1
668,SAF0065,1,1,5/7/2023,1,2
669,SAF0066,1,1,5/7/2023,1,1
670,SAF0067,1,0,5/7/2023,2,1
671,SAF0001,1,1,5/21/2023,2,2
672,SAF0002,0,1,5/21/2023,0,1
673,SAF0003,1,1,5/21/2023,2,2
674,SAF0004,1,1,5/21/2023,1,2
675,SAF0005,0,1,5/21/2023,0,2
676,SAF0006,0,1,5/21/2023,1,2
677,SAF0007,1,1,5/21/2023,1,1
678,SAF0008,1,0,5/21/2023,2,0
679,SAF0009,1,1,5/21/2023,2,2
680,SAF0010,1,1,5/21/2023,2,2
681,SAF0011,1,1,5/21/2023,2,2
682,SAF0012,1,1,5/21/2023,2,2
683,SAF0013,0,1,5/21/2023,1,2
684,SAF0014,0,1,5/21/2023,1,1
685,SAF0015,1,1,5/21/2023,2,2
686,SAF0016,1,1,5/21/2023,1,2
687,SAF0017,0,1,5/21/2023,0,1
688,SAF0018,0,0,5/21/2023,0,1
689,SAF0019,0,0,5/21/2023,1,0
690,SAF0020,1,1,5/21/2023,1,2
691,SAF0021,0,1,5/21/2023,1,2
692,SAF0022,1,1,5/21/2023,1,2
693,SAF0023,1,1,5/21/2023,2,2
694,SAF0024,0,1,5/21/2023,0,1
695,SAF0025,0,0,5/21/2023,1,1
696,SAF0026,1,1,5/21/2023,1,2
697,SAF0027,1,1,5/21/2023,2,2
698,SAF0028,1,1,5/21/2023,1,2
699,SAF0029,0,0,5/21/2023,1,1
700,SAF0030,0,1,5/21/2023,1,2
701,SAF0031,0,1,5/21/2023,0,2
702,SAF0032,1,1,5/21/2023,2,2
703,SAF0033,0,0,5/21/2023,1,1
704,SAF0034,1,1,5/21/2023,1,1
705,SAF0035,0,1,5/21/2023,1,2
706,SAF0036,0,1,5/21/2023,0,2
707,SAF0037,0,0,5/21/2023,0,1
708,SAF0038,1,1,5/21/2023,1,2
709,SAF0039,1,0,5/21/2023,1,1
710,SAF0040,0,0,5/21/2023,1,1
711,SAF0041,1,1,5/21/2023,2,2
712,SAF0042,1,1,5/21/2023,2,1
713,SAF0043,0,0,5/21/2023,0,1
714,SAF0044,1,1,5/21/2023,2,2
715,SAF0045,1,0,5/21/2023,1,1
716,SAF0046,1,0,5/21/2023,2,1
717,SAF0047,1,0,5/21/2023,1,1
718,SAF0048,0,1,5/21/2023,0,2
719,SAF0049,1,1,5/21/2023,2,2
720,SAF0050,1,1,5/21/2023,1,2
721,SAF0051,0,1,5/21/2023,1,2
722,SAF0052,1,0,5/21/2023,1,1
723,SAF0053,0,1,5/21/2023,1,1
724,SAF0054,1,0,5/21/2023,2,1
725,SAF0055,1,1,5/21/2023,1,2
726,SAF0056,1,1,5/21/2023,2,2
727,SAF0057,0,1,5/21/2023,0,2
728,SAF0058,0,0,5/21/2023,0,1
729,SAF0059,0,1,5/21/2023,0,2
730,SAF0060,0,1,5/21/2023,0,1
731,SAF0061,1,1,5/21/2023,2,2
732,SAF0062,0,1,5/21/2023,0,2
733,SAF0063,1,0,5/21/2023,1,1
734,SAF0064,0,0,5/21/2023,1,1
735,SAF0065,0,1,5/21/2023,1,2
736,SAF0066,0,1,5/21/2023,1,2
737,SAF0067,1,0,5/21/2023,2,0
738,SAF0001,1,1,6/4/2023,2,2
739,SAF0002,0,0,6/4/2023,0,1
740,SAF0003,0,1,6/4/2023,1,2
741,SAF0004,0,1,6/4/2023,1,2
742,SAF0005,1,0,6/4/2023,1,1
743,SAF0006,0,0,6/4/2023,0,1
744,SAF0007,0,1,6/4/2023,1,2
745,SAF0008,1,0,6/4/2023,2,0
746,SAF0009,0,1,6/4/2023,1,2
747,SAF0010,0,1,6/4/2023,1,2
748,SAF0011,1,0,6/4/2023,2,1
749,SAF0012,1,0,6/4/2023,2,1
750,SAF0013,1,1,6/4/2023,1,2
751,SAF0014,1,1,6/4/2023,1,2
752,SAF0015,0,1,6/4/2023,1,2
753,SAF0016,1,1,6/4/2023,2,2
754,SAF0017,0,0,6/4/2023,0,1
755,SAF0018,1,1,6/4/2023,1,1
756,SAF0019,1,1,6/4/2023,1,1
757,SAF0020,0,1,6/4/2023,1,2
758,SAF0021,0,1,6/4/2023,0,2
759,SAF0022,1,1,6/4/2023,2,2
760,SAF0023,1,1,6/4/2023,2,2
761,SAF0024,1,0,6/4/2023,1,1
762,SAF0025,1,1,6/4/2023,1,1
763,SAF0026,1,1,6/4/2023,2,2
764,SAF0027,0,1,6/4/2023,1,2
765,SAF0028,1,0,6/4/2023,2,1
766,SAF0029,0,1,6/4/2023,0,1
767,SAF0030,0,1,6/4/2023,0,2
768,SAF0031,0,1,6/4/2023,0,2
769,SAF0032,1,1,6/4/2023,2,2
770,SAF0033,0,1,6/4/2023,0,1
771,SAF0034,0,1,6/4/2023,1,2
772,SAF0035,1,1,6/4/2023,1,2
773,SAF0036,1,0,6/4/2023,1,1
774,SAF0037,0,0,6/4/2023,0,0
775,SAF0038,1,1,6/4/2023,2,2
776,SAF0039,1,1,6/4/2023,2,1
777,SAF0040,0,1,6/4/2023,0,1
778,SAF0041,1,1,6/4/2023,2,2
779,SAF0042,0,1,6/4/2023,1,2
780,SAF0043,1,1,6/4/2023,1,1
781,SAF0044,0,0,6/4/2023,1,1
782,SAF0045,0,1,6/4/2023,1,1
783,SAF0046,1,1,6/4/2023,2,1
784,SAF0047,1,0,6/4/2023,2,0
785,SAF0048,1,1,6/4/2023,1,2
786,SAF0049,1,1,6/4/2023,2,2
787,SAF0050,1,1,6/4/2023,2,2
788,SAF0051,1,1,6/4/2023,1,2
789,SAF0052,0,1,6/4/2023,1,1
790,SAF0053,1,1,6/4/2023,1,2
791,SAF0054,0,1,6/4/2023,1,1
792,SAF0055,0,1,6/4/2023,1,2
793,SAF0056,0,0,6/4/2023,1,1
794,SAF0057,0,1,6/4/2023,0,2
795,SAF0058,1,1,6/4/2023,1,1
796,SAF0059,1,1,6/4/2023,1,2
797,SAF0060,0,1,6/4/2023,0,2
798,SAF0061,0,1,6/4/2023,1,2
799,SAF0062,1,1,6/4/2023,1,2
800,SAF0063,0,1,6/4/2023,1,1
801,SAF0064,1,1,6/4/2023,1,1
802,SAF0065,1,1,6/4/2023,1,2
803,SAF0066,1,1,6/4/2023,1,2
804,SAF0067,0,1,6/4/2023,1,1
805,SAF0001,0,0,6/18/2023,1,1
806,SAF0002,0,1,6/18/2023,0,1
807,SAF0003,1,1,6/18/2023,1,2
808,SAF0004,1,1,6/18/2023,1,2
809,SAF0005,1,1,6/18/2023,2,1
810,SAF0006,0,1,6/18/2023,0,1
811,SAF0007,0,0,6/18/2023,0,1
812,SAF0008,0,1,6/18/2023,1,1
813,SAF0009,0,1,6/18/2023,0,2
814,SAF0010,1,0,6/18/2023,1,1
815,SAF0011,0,1,6/18/2023,1,1
816,SAF0012,1,0,6/18/2023,2,0
817,SAF0013,0,1,6/18/2023,1,2
818,SAF0014,0,1,6/18/2023,1,2
819,SAF0015,1,1,6/18/2023,1,2
820,SAF0016,1,1,6/18/2023,2,2
821,SAF0017,1,1,6/18/2023,1,1
822,SAF0018,0,1,6/18/2023,1,2
823,SAF0019,1,1,6/18/2023,2,2
824,SAF0020,1,1,6/18/2023,1,2
825,SAF0021,1,1,6/18/2023,1,2
826,SAF0022,1,0,6/18/2023,2,1
827,SAF0023,1,1,6/18/2023,2,2
828,SAF0024,0,0,6/18/2023,1,0
829,SAF0025,1,1,6/18/2023,2,2
830,SAF0026,0,1,6/18/2023,1,2
831,SAF0027,1,0,6/18/2023,1,1
832,SAF0028,1,1,6/18/2023,2,1
833,SAF0029,1,1,6/18/2023,1,2
834,SAF0030,0,1,6/18/2023,0,2
835,SAF0031,1,1,6/18/2023,1,2
836,SAF0032,0,1,6/18/2023,1,2
837,SAF0033,1,1,6/18/2023,1,2
838,SAF0034,1,1,6/18/2023,1,2
839,SAF0035,0,0,6/18/2023,1,1
840,SAF0036,1,1,6/18/2023,2,1
841,SAF0037,1,0,6/18/2023,1,0
842,SAF0038,1,1,6/18/2023,2,2
843,SAF0039,1,1,6/18/2023,2,2
844,SAF0040,1,1,6/18/2023,1,2
845,SAF0041,1,0,6/18/2023,2,1
846,SAF0042,1,1,6/18/2023,1,2
847,SAF0043,1,0,6/18/2023,2,1
848,SAF0044,1,1,6/18/2023,1,1
849,SAF0045,0,1,6/18/2023,0,2
850,SAF0046,0,1,6/18/2023,1,2
851,SAF0047,1,1,6/18/2023,2,1
852,SAF0048,0,1,6/18/2023,1,2
853,SAF0049,0,1,6/18/2023,1,2
854,SAF0050,1,1,6/18/2023,2,2
855,SAF0051,1,1,6/18/2023,2,2
856,SAF0052,1,1,6/18/2023,1,2
857,SAF0053,0,0,6/18/2023,1,1
858,SAF0054,1,1,6/18/2023,1,2
859,SAF0055,1,1,6/18/2023,1,2
860,SAF0056,1,1,6/18/2023,1,1
861,SAF0057,0,0,6/18/2023,0,1
862,SAF0058,0,1,6/18/2023,1,2
863,SAF0059,0,1,6/18/2023,1,2
864,SAF0060,1,1,6/18/2023,1,2
865,SAF0061,0,1,6/18/2023,0,2
866,SAF0062,0,1,6/18/2023,1,2
867,SAF0063,1,0,6/18/2023,1,1
868,SAF0064,1,1,6/18/2023,2,2
869,SAF0065,1,1,6/18/2023,2,2
870,SAF0066,1,1,6/18/2023,2,2
871,SAF0067,1,1,6/18/2023,1,2
872,SAF0001,0,0,7/2/2023,0,0
873,SAF0002,1,1,7/2/2023,1,2
874,SAF0003,1,1,7/2/2023,2,2
875,SAF0004,1,1,7/2/2023,2,2
876,SAF0005,1,1,7/2/2023,2,2
877,SAF0006,1,1,7/2/2023,1,2
878,SAF0007,1,1,7/2/2023,1,1
879,SAF0008,0,1,7/2/2023,0,2
880,SAF0009,0,1,7/2/2023,0,2
881,SAF0010,1,0,7/2/2023,2,0
882,SAF0011,1,1,7/2/2023,1,2
883,SAF0012,0,1,7/2/2023,1,1
884,SAF0013,1,1,7/2/2023,1,2
885,SAF0014,0,0,7/2/2023,0,1
886,SAF0015,0,1,7/2/2023,1,2
887,SAF0016,0,1,7/2/2023,1,2
888,SAF0017,1,1,7/2/2023,2,2
889,SAF0018,0,0,7/2/2023,0,1
890,SAF0019,0,1,7/2/2023,1,2
891,SAF0020,0,1,7/2/2023,1,2
892,SAF0021,1,1,7/2/2023,2,2
893,SAF0022,0,1,7/2/2023,1,1
894,SAF0023,1,0,7/2/2023,2,1
895,SAF0024,0,1,7/2/2023,0,1
896,SAF0025,0,1,7/2/2023,1,2
897,SAF0026,0,1,7/2/2023,0,2
898,SAF0027,0,0,7/2/2023,1,0
899,SAF0028,0,1,7/2/2023,1,2
900,SAF0029,1,0,7/2/2023,2,1
901,SAF0030,1,0,7/2/2023,1,1
902,SAF0031,0,1,7/2/2023,1,2
903,SAF0032,0,1,7/2/2023,0,2
904,SAF0033,1,1,7/2/2023,2,2
905,SAF0034,1,1,7/2/2023,2,2
906,SAF0035,0,1,7/2/2023,0,1
907,SAF0036,0,1,7/2/2023,1,2
908,SAF0037,1,0,7/2/2023,2,0
909,SAF0038,0,1,7/2/2023,1,2
910,SAF0039,1,1,7/2/2023,2,2
911,SAF0040,1,1,7/2/2023,2,2
912,SAF0041,1,1,7/2/2023,2,1
913,SAF0042,0,1,7/2/2023,1,2
914,SAF0043,1,1,7/2/2023,2,1
915,SAF0044,1,0,7/2/2023,2,1
916,SAF0045,1,1,7/2/2023,1,2
917,SAF0046,1,1,7/2/2023,1,2
918,SAF0047,0,1,7/2/2023,1,2
919,SAF0048,0,0,7/2/2023,0,1
920,SAF0049,0,1,7/2/2023,0,2
921,SAF0050,1,1,7/2/2023,2,2
922,SAF0051,1,0,7/2/2023,2,1
923,SAF0052,0,1,7/2/2023,1,2
924,SAF0053,0,1,7/2/2023,0,1
925,SAF0054,1,1,7/2/2023,2,2
926,SAF0055,0,0,7/2/2023,1,1
927,SAF0056,0,1,7/2/2023,1,2
928,SAF0057,0,1,7/2/2023,0,1
929,SAF0058,0,1,7/2/2023,0,2
930,SAF0059,1,1,7/2/2023,1,2
931,SAF0060,0,1,7/2/2023,1,2
932,SAF0061,0,0,7/2/2023,0,1
933,SAF0062,0,1,7/2/2023,0,2
934,SAF0063,1,1,7/2/2023,2,1
935,SAF0064,0,1,7/2/2023,1,2
936,SAF0065,1,1,7/2/2023,2,2
937,SAF0066,0,1,7/2/2023,1,2
938,SAF0067,1,1,7/2/2023,2,2
939,SAF0001,1,1,7/16/2023,1,1
940,SAF0002,1,0,7/16/2023,2,1
941,SAF0003,0,1,7/16/2023,1,2
942,SAF0004,1,1,7/16/2023,2,2
943,SAF0005,0,1,7/16/2023,1,2
944,SAF0006,1,0,7/16/2023,2,1
945,SAF0007,1,0,7/16/2023,2,1
946,SAF0008,1,1,7/16/2023,1,2
947,SAF0009,1,0,7/16/2023,1,1
948,SAF0010,0,1,7/16/2023,1,1
949,SAF0011,0,1,7/16/2023,1,2
950,SAF0012,0,1,7/16/2023,0,2
951,SAF0013,0,1,7/16/2023,1,2
952,SAF0014,1,1,7/16/2023,1,1
953,SAF0015,0,0,7/16/2023,0,1
954,SAF0016,1,0,7/16/2023,1,1
955,SAF0017,1,0,7/16/2023,2,1
956,SAF0018,0,1,7/16/2023,0,1
957,SAF0019,1,1,7/16/2023,1,2
958,SAF0020,0,1,7/16/2023,0,2
959,SAF0021,0,0,7/16/2023,1,1
960,SAF0022,1,1,7/16/2023,1,2
961,SAF0023,0,1,7/16/2023,1,1
962,SAF0024,1,1,7/16/2023,1,2
963,SAF0025,0,1,7/16/2023,0,2
964,SAF0026,0,1,7/16/2023,0,2
965,SAF0027,0,1,7/16/2023,0,1
966,SAF0028,0,1,7/16/2023,0,2
967,SAF0029,1,1,7/16/2023,2,1
968,SAF0030,1,1,7/16/2023,2,1
969,SAF0031,1,0,7/16/2023,1,1
970,SAF0032,0,1,7/16/2023,0,2
971,SAF0033,0,0,7/16/2023,1,1
972,SAF0034,0,1,7/16/2023,1,2
973,SAF0035,1,1,7/16/2023,1,2
974,SAF0036,0,1,7/16/2023,0,2
975,SAF0037,1,1,7/16/2023,2,1
976,SAF0038,0,1,7/16/2023,0,2
977,SAF0039,1,1,7/16/2023,2,2
978,SAF0040,0,1,7/16/2023,1,2
979,SAF0041,0,0,7/16/2023,1,1
980,SAF0042,1,1,7/16/2023,1,2
981,SAF0043,1,1,7/16/2023,2,2
982,SAF0044,0,1,7/16/2023,1,1
983,SAF0045,0,1,7/16/2023,1,2
984,SAF0046,1,1,7/16/2023,2,2
985,SAF0047,0,1,7/16/2023,0,2
986,SAF0048,0,1,7/16/2023,0,1
987,SAF0049,0,1,7/16/2023,0,2
988,SAF0050,0,1,7/16/2023,1,2
989,SAF0051,0,1,7/16/2023,1,1
990,SAF0052,1,1,7/16/2023,1,2
991,SAF0053,1,0,7/16/2023,1,1
992,SAF0054,1,1,7/16/2023,2,2
993,SAF0055,0,1,7/16/2023,0,1
994,SAF0056,0,0,7/16/2023,0,1
995,SAF0057,1,1,7/16/2023,1,2
996,SAF0058,0,1,7/16/2023,0,2
997,SAF0059,1,1,7/16/2023,2,2
998,SAF0060,0,1,7/16/2023,0,2
999,SAF0061,1,1,7/16/2023,1,1
1000,SAF0062,0,1,7/16/2023,0,2
1001,SAF0063,0,1,7/16/2023,1,2
1002,SAF0064,0,1,7/16/2023,0,2
1003,SAF0065,0,0,7/16/2023,1,1
1004,SAF0066,1,1,7/16/2023,1,2
1005,SAF0067,1,1,7/16/2023,2,2
1006,SAF0001,0,1,7/30/2023,1,2
1007,SAF0002,1,0,7/30/2023,2,0
1008,SAF0003,1,1,7/30/2023,1,2
1009,SAF0004,1,1,7/30/2023,2,2
1010,SAF0005,1,1,7/30/2023,1,2
1011,SAF0006,0,1,7/30/2023,1,1
1012,SAF0007,0,1,7/30/2023,1,1
1013,SAF0008,1,0,7/30/2023,2,1
1014,SAF0009,1,1,7/30/2023,2,1
1015,SAF0010,0,1,7/30/2023,0,2
1016,SAF0011,1,1,7/30/2023,1,2
1017,SAF0012,1,0,7/30/2023,1,1
1018,SAF0013,0,0,7/30/2023,0,1
1019,SAF0014,0,1,7/30/2023,1,2
1020,SAF0015,0,1,7/30/2023,0,1
1021,SAF0016,1,1,7/30/2023,2,1
1022,SAF0017,0,1,7/30/2023,1,1
1023,SAF0018,1,1,7/30/2023,1,2
1024,SAF0019,0,1,7/30/2023,1,2
1025,SAF0020,0,1,7/30/2023,0,2
1026,SAF0021,1,1,7/30/2023,1,1
1027,SAF0022,0,1,7/30/2023,1,2
1028,SAF0023,1,1,7/30/2023,1,2
1029,SAF0024,1,1,7/30/2023,2,2
1030,SAF0025,1,1,7/30/2023,1,2
1031,SAF0026,1,1,7/30/2023,1,2
1032,SAF0027,0,0,7/30/2023,0,1
1033,SAF0028,0,1,7/30/2023,0,2
1034,SAF0029,0,1,7/30/2023,1,2
1035,SAF0030,1,1,7/30/2023,2,2
1036,SAF0031,0,1,7/30/2023,1,1
1037,SAF0032,0,1,7/30/2023,0,2
1038,SAF0033,1,1,7/30/2023,1,1
1039,SAF0034,1,1,7/30/2023,1,2
1040,SAF0035,1,1,7/30/2023,2,2
1041,SAF0036,1,1,7/30/2023,1,2
1042,SAF0037,1,0,7/30/2023,2,1
1043,SAF0038,1,1,7/30/2023,1,2
1044,SAF0039,0,0,7/30/2023,1,1
1045,SAF0040,1,1,7/30/2023,1,2
1046,SAF0041,0,1,7/30/2023,0,1
1047,SAF0042,1,1,7/30/2023,2,2
1048,SAF0043,0,1,7/30/2023,1,2
1049,SAF0044,0,0,7/30/2023,0,1
1050,SAF0045,0,1,7/30/2023,0,2
1051,SAF0046,0,1,7/30/2023,1,2
1052,SAF0047,1,1,7/30/2023,1,2
1053,SAF0048,1,1,7/30/2023,1,2
1054,SAF0049,1,1,7/30/2023,1,2
1055,SAF0050,0,1,7/30/2023,0,2
1056,SAF0051,1,1,7/30/2023,1,2
1057,SAF0052,1,1,7/30/2023,2,2
1058,SAF0053,0,0,7/30/2023,1,0
1059,SAF0054,0,1,7/30/2023,1,2
1060,SAF0055,1,0,7/30/2023,1,1
1061,SAF0056,1,0,7/30/2023,1,0
1062,SAF0057,1,0,7/30/2023,2,1
1063,SAF0058,0,1,7/30/2023,0,2
1064,SAF0059,1,1,7/30/2023,2,2
1065,SAF0060,1,1,7/30/2023,1,2
1066,SAF0061,1,1,7/30/2023,2,2
1067,SAF0062,0,1,7/30/2023,0,2
1068,SAF0063,1,1,7/30/2023,1,2
1069,SAF0064,0,1,7/30/2023,0,2
1070,SAF0065,1,1,7/30/2023,1,1
1071,SAF0066,1,1,7/30/2023,2,2
1072,SAF0067,0,0,7/30/2023,1,1
1073,SAF0001,0,1,8/13/2023,0,2
1074,SAF0002,1,1,8/13/2023,2,1
1075,SAF0003,0,1,8/13/2023,1,2
1076,SAF0004,1,0,8/13/2023,2,1
1077,SAF0005,0,1,8/13/2023,1,2
1078,SAF0006,1,0,8/13/2023,1,1
1079,SAF0007,0,1,8/13/2023,0,2
1080,SAF0008,0,1,8/13/2023,1,1
1081,SAF0009,0,1,8/13/2023,1,2
1082,SAF0010,1,1,8/13/2023,1,2
1083,SAF0011,1,1,8/13/2023,2,2
1084,SAF0012,1,1,8/13/2023,2,1
1085,SAF0013,0,0,8/13/2023,0,0
1086,SAF0014,0,1,8/13/2023,0,2
1087,SAF0015,1,1,8/13/2023,1,2
1088,SAF0016,1,1,8/13/2023,2,2
1089,SAF0017,0,0,8/13/2023,0,1
1090,SAF0018,1,0,8/13/2023,2,1
1091,SAF0019,0,1,8/13/2023,0,2
1092,SAF0020,1,0,8/13/2023,1,1
1093,SAF0021,0,1,8/13/2023,1,2
1094,SAF0022,0,0,8/13/2023,0,1
1095,SAF0023,0,0,8/13/2023,1,1
1096,SAF0024,1,1,8/13/2023,2,2
1097,SAF0025,1,1,8/13/2023,2,2
1098,SAF0026,0,1,8/13/2023,1,2
1099,SAF0027,1,1,8/13/2023,1,1
1100,SAF0028,1,1,8/13/2023,1,2
1101,SAF0029,0,1,8/13/2023,0,2
1102,SAF0030,0,0,8/13/2023,1,1
1103,SAF0031,1,1,8/13/2023,1,2
1104,SAF0032,1,1,8/13/2023,1,2
1105,SAF0033,0,1,8/13/2023,1,2
1106,SAF0034,1,1,8/13/2023,2,2
1107,SAF0035,1,1,8/13/2023,2,2
1108,SAF0036,1,1,8/13/2023,2,2
1109,SAF0037,0,1,8/13/2023,1,1
1110,SAF0038,1,0,8/13/2023,2,1
1111,SAF0039,0,1,8/13/2023,0,1
1112,SAF0040,0,1,8/13/2023,1,2
1113,SAF0041,0,1,8/13/2023,0,2
1114,SAF0042,0,0,8/13/2023,1,1
1115,SAF0043,0,1,8/13/2023,0,2
1116,SAF0044,0,1,8/13/2023,0,1
1117,SAF0045,1,0,8/13/2023,1,1
1118,SAF0046,1,0,8/13/2023,1,1
1119,SAF0047,1,0,8/13/2023,2,1
1120,SAF0048,0,1,8/13/2023,1,2
1121,SAF0049,0,0,8/13/2023,1,1
1122,SAF0050,0,0,8/13/2023,0,1
1123,SAF0051,1,1,8/13/2023,2,2
1124,SAF0052,1,1,8/13/2023,2,2
1125,SAF0053,1,0,8/13/2023,1,0
1126,SAF0054,1,1,8/13/2023,1,2
1127,SAF0055,0,1,8/13/2023,1,1
1128,SAF0056,0,1,8/13/2023,1,1
1129,SAF0057,1,1,8/13/2023,2,1
1130,SAF0058,1,1,8/13/2023,1,2
1131,SAF0059,1,1,8/13/2023,2,2
1132,SAF0060,0,0,8/13/2023,1,1
1133,SAF0061,1,1,8/13/2023,2,2
1134,SAF0062,1,1,8/13/2023,1,2
1135,SAF0063,0,1,8/13/2023,1,2
1136,SAF0064,0,0,8/13/2023,0,1
1137,SAF0065,0,0,8/13/2023,1,1
1138,SAF0066,0,1,8/13/2023,1,2
1139,SAF0067,0,0,8/13/2023,0,0
1140,SAF0001,0,0,8/27/2023,0,1
1141,SAF0002,0,1,8/27/2023,1,2
1142,SAF0003,1,1,8/27/2023,1,2
1143,SAF0004,0,0,8/27/2023,1,0
1144,SAF0005,1,0,8/27/2023,1,1
1145,SAF0006,0,0,8/27/2023,1,0
1146,SAF0007,0,1,8/27/2023,0,2
1147,SAF0008,0,1,8/27/2023,0,2
1148,SAF0009,0,1,8/27/2023,0,2
1149,SAF0010,1,1,8/27/2023,2,2
1150,SAF0011,1,0,8/27/2023,2,1
1151,SAF0012,0,0,8/27/2023,1,1
1152,SAF0013,1,1,8/27/2023,1,1
1153,SAF0014,0,1,8/27/2023,0,2
1154,SAF0015,1,1,8/27/2023,2,2
1155,SAF0016,0,1,8/27/2023,1,2
1156,SAF0017,0,1,8/27/2023,0,1
1157,SAF0018,0,1,8/27/2023,1,1
1158,SAF0019,0,1,8/27/2023,0,2
1159,SAF0020,1,1,8/27/2023,2,1
1160,SAF0021,0,0,8/27/2023,0,1
1161,SAF0022,1,1,8/27/2023,1,1
1162,SAF0023,0,1,8/27/2023,0,1
1163,SAF0024,0,1,8/27/2023,1,2
1164,SAF0025,1,1,8/27/2023,2,2
1165,SAF0026,1,1,8/27/2023,1,2
1166,SAF0027,0,1,8/27/2023,1,2
1167,SAF0028,1,0,8/27/2023,2,1
1168,SAF0029,1,0,8/27/2023,1,1
1169,SAF0030,1,1,8/27/2023,1,1
1170,SAF0031,1,1,8/27/2023,2,2
1171,SAF0032,0,1,8/27/2023,1,2
1172,SAF0033,0,1,8/27/2023,0,2
1173,SAF0034,1,1,8/27/2023,2,2
1174,SAF0035,1,0,8/27/2023,2,1
1175,SAF0036,0,1,8/27/2023,1,2
1176,SAF0037,0,1,8/27/2023,0,2
1177,SAF0038,0,0,8/27/2023,1,0
1178,SAF0039,0,1,8/27/2023,0,2
1179,SAF0040,0,1,8/27/2023,0,2
1180,SAF0041,0,1,8/27/2023,0,2
1181,SAF0042,1,1,8/27/2023,1,1
1182,SAF0043,1,1,8/27/2023,1,2
1183,SAF0044,1,0,8/27/2023,1,1
1184,SAF0045,0,1,8/27/2023,1,1
1185,SAF0046,1,1,8/27/2023,2,1
1186,SAF0047,1,1,8/27/2023,2,1
1187,SAF0048,0,1,8/27/2023,0,2
1188,SAF0049,0,1,8/27/2023,0,1
1189,SAF0050,0,1,8/27/2023,0,1
1190,SAF0051,0,0,8/27/2023,1,1
1191,SAF0052,1,1,8/27/2023,2,2
1192,SAF0053,0,1,8/27/2023,1,1
1193,SAF0054,0,1,8/27/2023,1,2
1194,SAF0055,1,1,8/27/2023,1,2
1195,SAF0056,1,1,8/27/2023,1,2
1196,SAF0057,0,1,8/27/2023,1,2
1197,SAF0058,1,1,8/27/2023,2,2
1198,SAF0059,1,1,8/27/2023,2,2
1199,SAF0060,1,1,8/27/2023,1,1
1200,SAF0061,0,1,8/27/2023,1,2
1201,SAF0062,0,1,8/27/2023,1,2
1202,SAF0063,1,1,8/27/2023,1,2
1203,SAF0064,1,0,8/27/2023,1,0
